track_idx,event_id,n_hits,n_obs,kx,ky,kz,k_sr,k_helix,old_log_ratio,old_chi2nu_sr,old_chi2nu_helix,chi2_sr_total_recovered,chi2_helix_total_recovered,chi2nu_sr_K,chi2nu_helix_K,log_ratio_K
87,event100000088-hits,41,123,39,39,32,110,5,-12.657586831000382,2.0473698607076867,643156.140905688,249.77912300633778,79108205.33139963,19.213778692795213,670408.519757624,-10.460014874635416
88,event100000089-hits,57,171,39,39,32,110,5,-12.455743596743362,3.913446573057259,1004662.3360132715,665.285917419734,171797259.45826942,10.906326515077607,1034923.2497486109,-11.460494792012529
89,event100000090-hits,25,75,32,32,32,96,5,-14.484347331357515,0.015655883370205438,30559.742980294555,1.1585353693952025,2291980.7235220918,1.1585353693952025,32742.58176460131,-10.249275109640296
90,event100000091-hits,53,159,39,32,39,110,5,-15.75756795477946,0.4590213523698623,3200793.8147001513,72.52537367443824,508926216.5373241,1.4801096668252702,3304715.6918008057,-14.618744819669724
91,event100000092-hits,25,75,32,32,32,96,5,-13.90123521024759,0.01333094996578294,14524.153891783602,0.9864902974679375,1089311.5418837701,0.9864902974679375,15561.59345548243,-9.666162988530372
92,event100000093-hits,33,99,32,32,32,96,5,-15.440190995541395,0.13512310226020707,685992.4824307477,13.242064021500294,67913255.76064402,4.414021340500098,722481.4442621705,-12.005660873403519
93,event100000094-hits,25,75,32,32,32,96,5,-20.33125907487028,1.650254298602992e-05,11150.76078392425,0.001221188180966214,836307.0587943187,0.001221188180966214,11947.243697061696,-16.096186853153064
94,event100000095-hits,25,75,32,32,32,96,5,-44.23564075265029,1.2072826228121162e-17,196.3828832395536,8.93389140880966e-16,14728.716242966519,8.93389140880966e-16,210.41023204237885,-40.00056853093307
95,event100000096-hits,25,75,32,32,32,96,5,-14.874826718507084,0.011206049775112265,32322.705874176834,0.8292476833583077,2424202.9405632624,0.8292476833583077,34631.47057947518,-10.639754496789864
96,event100000097-hits,31,93,39,32,32,103,5,-13.31755351430169,0.31594833799677013,192024.25058973368,29.067247095702854,17858255.304845233,29.067247095702854,202934.71937324127,-8.851027615927698
97,event100000098-hits,25,75,32,32,32,96,5,-14.935401595670937,0.0269468684690705,82579.22458108175,1.994068266711217,6193441.843581132,1.994068266711217,88477.74062258759,-10.70032937395372
98,event100000099-hits,135,405,39,39,32,110,5,-5.895262014559327,13510.156877220306,4908402.337847075,5458103.378397004,1987902946.8280656,18502.045350498316,4969757.3670701645,-5.593245012936554
99,event100000100-hits,135,405,39,39,32,110,5,-5.895262014559327,13510.156877220306,4908402.337847075,5458103.378397004,1987902946.8280656,18502.045350498316,4969757.3670701645,-5.593245012936554
